,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Location
171270,613,Larceny,LARCENY SHOPLIFTING,C11,247,Thursday,8,Part One,DORCHESTER AVE,"(42.31322413, -71.05715277)"
171272,613,Larceny,LARCENY SHOPLIFTING,D4,272,Thursday,10,Part One,HARRISON AVE,"(42.33401829, -71.07638124)"
171273,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,279,Thursday,10,Part Three,HARRISON AVE,"(42.32929812, -71.08248425)"
171274,3208,Property Lost,PROPERTY - MISSING,C11,367,Thursday,10,Part Three,ELMDALE ST,"(42.29458592, -71.05593300)"
171275,613,Larceny,LARCENY SHOPLIFTING,E18,503,Thursday,9,Part One,AMERICAN LEGION HWY,"(42.28314714, -71.11374152)"
171276,619,Larceny,LARCENY ALL OTHERS,E13,572,Thursday,10,Part One,COLUMBUS AVE,"(42.31506898, -71.09746579)"
171277,2405,Disorderly Conduct,DISORDERLY CONDUCT,E13,572,Thursday,10,Part Two,COLUMBUS AVE,"(42.31506898, -71.09746579)"
171278,2647,Other,THREATS TO DO BODILY HARM,C6,256,Sunday,23,Part Two,MOUNT VERNON ST,"(42.31779354, -71.04210959)"
171279,2647,Other,THREATS TO DO BODILY HARM,D4,152,Thursday,10,Part Two,WARREN AVE,"(42.34453911, -71.07358770)"
171283,613,Larceny,LARCENY SHOPLIFTING,B2,309,Thursday,9,Part One,WARREN ST,"(42.31993295, -71.08157395)"
171284,3301,Verbal Disputes,VERBAL DISPUTE,B2,319,Thursday,10,Part Three,SEAVER ST,"(42.30603974, -71.08621240)"
171285,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,172,Sunday,10,Part One,ALBANY ST,"(42.34255919, -71.06270824)"
171286,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,172,Sunday,10,Part Two,ALBANY ST,"(42.34255919, -71.06270824)"
171287,613,Larceny,LARCENY SHOPLIFTING,B3,482,Thursday,9,Part One,RIVER ST,"(42.26726416, -71.09461109)"
171288,2647,Other,THREATS TO DO BODILY HARM,A1,73,Wednesday,12,Part Two,CENTER PLZ,"(42.35988372, -71.06016189)"
171289,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,E18,544,Thursday,8,Part Three,SUMMER ST,"(42.25862732, -71.12519220)"
171292,2647,Other,THREATS TO DO BODILY HARM,B3,469,Thursday,9,Part Two,ITASCA ST,"(42.27815893, -71.09741228)"
171294,3114,Investigate Property,INVESTIGATE PROPERTY,A7,24,Thursday,9,Part Three,MONMOUTH ST,"(42.38011766, -71.03722943)"
171295,3125,Warrant Arrests,WARRANT ARREST,B2,337,Thursday,9,Part Three,COLUMBIA RD,"(42.30782356, -71.07552211)"
171296,3301,Verbal Disputes,VERBAL DISPUTE,B2,337,Thursday,9,Part Three,COLUMBIA RD,"(42.30782356, -71.07552211)"
171297,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,141,Wednesday,13,Part One,HEREFORD ST,"(42.34894667, -71.08574065)"
171298,613,Larceny,LARCENY SHOPLIFTING,E5,714,Thursday,8,Part One,MELNEA CASS BLVD,"(42.33330171, -71.08181675)"
171299,3125,Warrant Arrests,WARRANT ARREST,D4,153,Thursday,8,Part Three,BOYLSTON ST,"(42.35231190, -71.06370510)"
171300,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,738,Wednesday,8,Part One,BONAIR ST,"(42.29111440, -71.16274805)"
171301,3125,Warrant Arrests,WARRANT ARREST,B3,429,Thursday,8,Part Three,MIDDLETON ST,"(42.28424005, -71.08700389)"
171302,3410,Towed,TOWED MOTOR VEHICLE,A7,12,Thursday,7,Part Three,BENNINGTON ST,"(42.38504097, -71.01144733)"
171303,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING †BICYCLE - INJURY,C11,462,Thursday,8,Part Three,BOWDOIN ST,"(42.30125536, -71.07204776)"
171304,3301,Verbal Disputes,VERBAL DISPUTE,E5,562,Thursday,8,Part Three,BASILE ST,"(42.28665378, -71.12665398)"
171305,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,476,Thursday,8,Part Two,BLUE HILL AVE,"(42.26994732, -71.09380308)"
171306,3125,Warrant Arrests,WARRANT ARREST,A1,117,Thursday,7,Part Three,ESSEX ST,"(42.35246671, -71.06167002)"
171307,613,Larceny,LARCENY SHOPLIFTING,B2,257,Thursday,8,Part One,COLUMBIA RD,"(42.31596900, -71.06625300)"
171308,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,321,Wednesday,8,Part One,WARREN ST,"(42.31089170, -71.08322396)"
171309,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,321,Wednesday,8,Part Two,WARREN ST,"(42.31089170, -71.08322396)"
171310,3115,Investigate Person,INVESTIGATE PERSON,B2,321,Wednesday,8,Part Three,WARREN ST,"(42.31089170, -71.08322396)"
171311,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,340,Thursday,5,Part One,BOWDOIN ST,"(42.30648026, -71.06675783)"
171312,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,14,Thursday,8,Part Two,HORACE ST,"(42.38234169, -71.01688037)"
171313,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,C11,357,Thursday,8,Part Three,WESTVILLE ST,"(42.30010597, -71.07102710)"
171315,2629,Harassment,HARASSMENT,C6,220,Monday,10,Part Two,ATLANTIC ST,"(42.33408297, -71.04625350)"
171316,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,179,Thursday,6,Part Three,MELNEA CASS BLVD,"(42.33182961, -71.07347274)"
171317,3410,Towed,TOWED MOTOR VEHICLE,E13,572,Thursday,6,Part Three,CHILCOTT PL,"(42.31326021, -71.09966273)"
171318,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,C11,337,Thursday,6,Part One,BOWDOIN ST,"(42.30369670, -71.07104897)"
171319,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,337,Thursday,6,Part One,BOWDOIN ST,"(42.30369670, -71.07104897)"
171320,3301,Verbal Disputes,VERBAL DISPUTE,E13,570,Thursday,1,Part Three,WILLIAMS ST,"(42.30397603, -71.10476982)"
171321,2610,Other,TRESPASSING,A1,115,Thursday,6,Part Two,BEACH ST,"(42.35072973, -71.05776441)"
171322,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,420,Thursday,5,Part Three,TIVERTON RD,"(42.27884982, -71.08204913)"
171323,3301,Verbal Disputes,VERBAL DISPUTE,B2,327,Thursday,4,Part Three,CUNNINGHAM ST,"(42.31434407, -71.07487058)"
171324,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,467,Thursday,3,Part Three,GILMER ST,"(42.28281074, -71.09722321)"
171325,3410,Towed,TOWED MOTOR VEHICLE,C11,365,Thursday,1,Part Three,SAINT MARKS RD,"(42.29144845, -71.06171936)"
171326,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,50,Thursday,2,Part Three,NEW RUTHERFORD AVE,"(42.37548425, -71.06872766)"
171327,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,336,Thursday,1,Part One,BOWDOIN ST,"(42.30406551, -71.07003320)"
171328,1402,Vandalism,VANDALISM,C11,336,Thursday,1,Part Two,BOWDOIN ST,"(42.30406551, -71.07003320)"
171329,1846,Drug Violation,DRUGS - POSS CLASS E,B2,267,Thursday,2,Part Two,FOREST ST,"(42.32681883, -71.07779112)"
171330,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,267,Thursday,2,Part Two,FOREST ST,"(42.32681883, -71.07779112)"
171331,2610,Other,TRESPASSING,B2,267,Thursday,2,Part Two,FOREST ST,"(42.32681883, -71.07779112)"
171332,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,521,Thursday,2,Part Three,MAPLE ST,"(42.25361222, -71.11976125)"
171333,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,10,Thursday,1,Part One,SARATOGA ST,"(42.38685489, -71.00738288)"
171334,2610,Other,TRESPASSING,A7,10,Thursday,1,Part Two,SARATOGA ST,"(42.38685489, -71.00738288)"
171335,2906,Violations,VAL - OPERATING UNREG/UNINS †CAR,D4,150,Thursday,0,Part Two,COLUMBUS AVE,"(42.34507500, -71.07612300)"
171336,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,516,Thursday,1,Part Two,SCHOOL ST,"(42.35788876, -71.06010047)"
171337,619,Larceny,LARCENY ALL OTHERS,A1,116,Wednesday,23,Part One,TYLER ST,"(42.35090060, -71.06068690)"
171339,2403,Disorderly Conduct,DISTURBING THE PEACE,A1,63,Thursday,0,Part Two,MARTHA RD,"(42.36580175, -71.06538257)"
171340,2612,Fire Related Reports,FIRE REPORT/ALARM - FALSE,A1,63,Thursday,0,Part Two,MARTHA RD,"(42.36580175, -71.06538257)"
171341,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,615,Thursday,0,Part Three,PALACE RD,"(42.33693209, -71.10038001)"
171342,3410,Towed,TOWED MOTOR VEHICLE,D14,796,Thursday,0,Part Three,COMMONWEALTH AVE,"(42.35197784, -71.12381160)"
171343,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,935,Thursday,0,Part Three,DORCHESTER AVE,"(42.27357721, -71.06770430)"
171344,3125,Warrant Arrests,WARRANT ARREST,E18,496,Wednesday,23,Part Three,HYDE PARK AVE,"(42.26922388, -71.12085347)"
171345,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,E18,496,Wednesday,23,Part Three,HYDE PARK AVE,"(42.26922388, -71.12085347)"
171346,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B2,311,Wednesday,23,Part Two,EDGEWOOD ST,"(42.31845834, -71.08032338)"
171347,3410,Towed,TOWED MOTOR VEHICLE,A1,67,Wednesday,21,Part Three,GARDEN ST,"(42.36031809, -71.06690755)"
171348,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A15,900,Wednesday,22,Part Three,MONUMENT ST,"(42.37932087, -71.05914440)"
171349,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C11,354,Wednesday,22,Part Three,NEWKIRK ST,"(42.29662295, -71.05491753)"
171350,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,737,Wednesday,11,Part One,VERMONT ST,"(42.28900981, -71.16302913)"
171351,3115,Investigate Person,INVESTIGATE PERSON,C11,245,Wednesday,20,Part Three,RAVEN ST,"(42.31834717, -71.05464192)"
171352,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,400,Wednesday,17,Part Three,MELLEN ST,"(42.28584895, -71.06935381)"
171353,3501,Missing Person Reported,MISSING PERSON,B2,400,Wednesday,17,Part Three,MELLEN ST,"(42.28584895, -71.06935381)"
171354,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,85,Wednesday,22,Part Three,COOPER ST,"(42.36440547, -71.05586180)"
171355,3115,Investigate Person,INVESTIGATE PERSON,D14,805,Wednesday,22,Part Three,WAVERLY ST,"(42.36071669, -71.14290976)"
171356,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,739,Wednesday,8,Part One,DWINELL ST,"(42.28936619, -71.16381000)"
171357,617,Larceny,LARCENY THEFT FROM BUILDING,C11,255,Wednesday,13,Part One,GREENMOUNT ST,"(42.31012619, -71.05832876)"
171358,311,Robbery,ROBBERY - COMMERCIAL,B3,427,Wednesday,21,Part One,BLUE HILL AVE,"(42.27968299, -71.09286048)"
171359,3301,Verbal Disputes,VERBAL DISPUTE,B3,444,Wednesday,20,Part Three,BICKNELL ST,"(42.29746606, -71.08274310)"
171360,3410,Towed,TOWED MOTOR VEHICLE,D4,160,Wednesday,21,Part Three,MILFORD ST,"(42.34412614, -71.06980220)"
171361,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,118,Wednesday,21,Part Three,CHARLES ST S,"(42.35138139, -71.06704384)"
171362,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,337,Wednesday,21,Part Three,COLUMBIA RD,"(42.30645148, -71.07730382)"
171363,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,119,Wednesday,21,Part Two,TREMONT ST,"(42.35624888, -71.06227065)"
171365,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,578,Wednesday,21,Part Three,FORBES ST,"(42.32118290, -71.10682780)"
171366,2647,Other,THREATS TO DO BODILY HARM,E18,523,Wednesday,21,Part Two,HYDE PARK AVE,"(42.24260011, -71.13035022)"
171369,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A1,61,Wednesday,6,Other,NASHUA ST,"(42.36600842, -71.06403504)"
171370,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A1,61,Wednesday,6,Part One,NASHUA ST,"(42.36600842, -71.06403504)"
171371,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C6,186,Wednesday,20,Part Three,BOSTON ST,"(42.32260249, -71.06094182)"
171372,3301,Verbal Disputes,VERBAL DISPUTE,B3,436,Wednesday,20,Part Three,TORREY ST,"(42.28719467, -71.07380134)"
171373,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,361,Wednesday,17,Part Two,NIXON ST,"(42.29381251, -71.06504850)"
171374,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,651,Wednesday,19,Part Three,ANSON ST,"(42.30302842, -71.11398512)"
171375,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,604,Friday,10,Part One,HILLSIDE ST,"(42.33129266, -71.10627705)"
171376,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,137,Wednesday,7,Part One,NEWBURY ST,"(42.34999733, -71.08103440)"
171378,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,213,Wednesday,20,Part Three,DORCHESTER ST,"(42.33560666, -71.04526922)"
171379,2906,Violations,VAL - OPERATING UNREG/UNINS †CAR,B2,268,Wednesday,18,Part Two,HAMPDEN ST,"(42.32908071, -71.07501301)"
171380,1844,Drug Violation,DRUGS - POSS CLASS C,B2,268,Wednesday,18,Part Two,HAMPDEN ST,"(42.32908071, -71.07501301)"
171381,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,268,Wednesday,18,Part Two,HAMPDEN ST,"(42.32908071, -71.07501301)"
171382,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E5,557,Tuesday,14,Part Two,METROPOLITAN AVE,"(42.27880822, -71.12900551)"
171383,3114,Investigate Property,INVESTIGATE PROPERTY,E18,498,Wednesday,19,Part Three,HYDE PARK AVE,"(42.27593555, -71.11965522)"
171384,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,792,Wednesday,18,Part Three,KELTON ST,"(42.34731413, -71.13770456)"
171385,3410,Towed,TOWED MOTOR VEHICLE,D14,797,Wednesday,20,Part Three,COMMONWEALTH AVE,"(42.35135565, -71.11699981)"
171386,3201,Property Lost,PROPERTY - LOST,A15,52,Wednesday,18,Part Three,MAIN ST,"(42.38054099, -71.07021267)"
171387,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,602,Wednesday,19,Part Two,TREMONT ST,"(42.33308097, -71.10165376)"
171388,3115,Investigate Person,INVESTIGATE PERSON,A1,123,Wednesday,18,Part Three,KNEELAND ST,"(42.35082577, -71.06262352)"
171389,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,E5,563,Wednesday,19,Part Three,FIRTH RD,"(42.28861715, -71.12579957)"
171390,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,351,Wednesday,19,Part Three,DORCHESTER AVE,"(42.30028028, -71.06015261)"
171391,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,343,Wednesday,19,Part Two,PARIS ST,"(42.37081805, -71.03929078)"
171392,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,343,Wednesday,19,Part Two,PARIS ST,"(42.37081805, -71.03929078)"
171393,3502,Missing Person Located,MISSING PERSON - LOCATED,C6,936,Wednesday,16,Part Three,W BROADWAY,"(42.33930416, -71.05160423)"
171394,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,817,Wednesday,18,Part Three,MELBOURNE ST,"(42.28952022, -71.06531693)"
171395,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,192,Wednesday,19,Part Two,GENERAL WILLIAM H DEVINE ,"(42.32859767, -71.05363334)"
171396,2616,Other,POSSESSION OF BURGLARIOUS TOOLS,C6,192,Wednesday,19,Part Two,GENERAL WILLIAM H DEVINE ,"(42.32859767, -71.05363334)"
171397,619,Larceny,LARCENY ALL OTHERS,C6,192,Wednesday,19,Part One,GENERAL WILLIAM H DEVINE ,"(42.32859767, -71.05363334)"
171398,2660,Other,OTHER OFFENSE,C6,192,Wednesday,19,Part Two,GENERAL WILLIAM H DEVINE ,"(42.32859767, -71.05363334)"
171399,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,778,Wednesday,19,Part Two,WASHINGTON ST,"(42.34905600, -71.15049850)"
171400,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,224,Wednesday,17,Part Three,E THIRD ST,"(42.33665244, -71.02614243)"
171401,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,302,Wednesday,19,Part Two,COLUMBUS AVE,"(42.32326641, -71.09841607)"
171402,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,302,Wednesday,19,Part Two,COLUMBUS AVE,"(42.32326641, -71.09841607)"
171403,3125,Warrant Arrests,WARRANT ARREST,C11,382,Wednesday,18,Part Three,GALLIVAN BLVD,"(42.28262406, -71.05532964)"
171404,3114,Investigate Property,INVESTIGATE PROPERTY,D14,763,Wednesday,18,Part Three,FOSTER ST,"(42.34996895, -71.15699724)"
171405,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,411,Tuesday,11,Part Three,FREELAND ST,"(42.27442169, -71.07888867)"
171406,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,288,Wednesday,19,Part Two,WASHINGTON ST,"(42.32925905, -71.08482402)"
171407,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,B3,455,Wednesday,18,Part Two,VASSAR ST,"(42.30040780, -71.07647974)"
171408,301,Robbery,ROBBERY - STREET,C11,347,Wednesday,17,Part One,ADAMS ST,"(42.30636118, -71.06195361)"
171409,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,272,Wednesday,19,Part Two,WASHINGTON ST,"(42.33483110, -71.07904134)"
171410,301,Robbery,ROBBERY - STREET,A15,900,Wednesday,17,Part One,BUNKER HILL ST,"(42.37736388, -71.05791376)"
171411,3125,Warrant Arrests,WARRANT ARREST,A1,116,Wednesday,18,Part Three,BEACH ST,"(42.35120708, -71.05987799)"
171413,2647,Other,THREATS TO DO BODILY HARM,E5,941,Monday,18,Part Two,BROOKWAY RD,"(42.29338247, -71.11921695)"
171414,3114,Investigate Property,INVESTIGATE PROPERTY,E18,520,Wednesday,0,Part Three,HYDE PARK AVE,"(42.25621592, -71.12401947)"
171415,3301,Verbal Disputes,VERBAL DISPUTE,C11,334,Wednesday,17,Part Three,HENDRY ST,"(42.30893903, -71.06461576)"
171416,1402,Vandalism,VANDALISM,D4,619,Wednesday,17,Part Two,WESTLAND AVE,"(42.34391716, -71.08967541)"
171417,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,619,Wednesday,17,Part Three,WESTLAND AVE,"(42.34391716, -71.08967541)"
171418,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,952,Wednesday,18,Part Two,TREMONT ST,"(42.33989976, -71.07930014)"
171419,613,Larceny,LARCENY SHOPLIFTING,D4,130,Wednesday,17,Part One,HUNTINGTON AVE,"(42.34749899, -71.07925506)"
171420,3115,Investigate Person,INVESTIGATE PERSON,C11,332,Wednesday,17,Part Three,HANCOCK ST,"(42.31319382, -71.06500833)"
171421,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,254,Wednesday,15,Other,FREEPORT ST,"(42.30468252, -71.05627865)"
171422,2647,Other,THREATS TO DO BODILY HARM,D14,783,Wednesday,17,Part Two,COMMONWEALTH AVE,"(42.34888559, -71.14007361)"
171423,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,180,Wednesday,17,Part Three,BLUE HILL AVE,"(42.32521580, -71.07492178)"
171425,616,Larceny,LARCENY THEFT OF BICYCLE,D4,129,Tuesday,5,Part One,SAINT JAMES AVE,"(42.35074192, -71.07146111)"
171426,3402,Service,ANIMAL INCIDENTS,C11,395,Wednesday,16,Part Three,DORCHESTER AVE,"(42.28265095, -71.06516011)"
171427,2647,Other,THREATS TO DO BODILY HARM,C11,823,Wednesday,16,Part Two,SAWYER AVE,"(42.31289868, -71.05963990)"
171429,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,476,Wednesday,16,Part Two,BLUE HILL AVE,"(42.26994732, -71.09380308)"
171430,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,99,Wednesday,16,Part Two,STATE ST,"(42.35892253, -71.05635419)"
171431,1402,Vandalism,VANDALISM,D14,801,Wednesday,17,Part Two,LINDEN ST,"(42.35386331, -71.13018733)"
171432,1402,Vandalism,VANDALISM,E5,564,Sunday,21,Part Two,WASHINGTON ST,"(42.29421690, -71.11985262)"
171433,613,Larceny,LARCENY SHOPLIFTING,D4,138,Wednesday,14,Part One,NEWBURY ST,"(42.34942050, -71.08315800)"
171434,2405,Disorderly Conduct,DISORDERLY CONDUCT,D14,776,Wednesday,16,Part Two,COMMONWEALTH AVE,"(42.34180625, -71.14783509)"
171435,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,C11,341,Wednesday,5,Part One,BOWDOIN ST,"(42.30573977, -71.06762362)"
171436,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,781,Wednesday,11,Part Two,SAYBROOK ST,"(42.35389172, -71.14530316)"
171437,2647,Other,THREATS TO DO BODILY HARM,E18,502,Wednesday,16,Part Two,HYDE PARK AVE,"(42.28519412, -71.11881058)"
171438,724,Auto Theft,AUTO THEFT,A1,115,Tuesday,17,Part One,ATLANTIC AVE,"(42.34997840, -71.05683752)"
171439,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,350,Tuesday,7,Part One,DORCHESTER AVE,"(42.30340172, -71.05937630)"
171440,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,901,Wednesday,16,Part Three,TURQUOISE WAY,"(42.33426744, -71.09713457)"
171441,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,579,Wednesday,16,Part One,CENTRE ST,"(42.32291406, -71.10328402)"
171442,3115,Investigate Person,INVESTIGATE PERSON,B2,612,Wednesday,9,Part Three,LONGWOOD AVE,"(42.33744152, -71.10428096)"
171443,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,186,Wednesday,16,Part Three,MASSACHUSETTS AVE,"(42.32198656, -71.06280666)"
171444,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,794,Wednesday,16,Part Two,PRICE RD,"(42.34980866, -71.13513832)"
171445,801,Simple Assault,ASSAULT - SIMPLE,A7,22,Wednesday,16,Part Two,PORTER ST,"(42.37465710, -71.03822833)"
171446,3201,Property Lost,PROPERTY - LOST,D4,627,Tuesday,11,Part Three,PETERBOROUGH ST,"(42.34339388, -71.09849282)"
171447,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,627,Tuesday,11,Part Two,PETERBOROUGH ST,"(42.34339388, -71.09849282)"
171448,3114,Investigate Property,INVESTIGATE PROPERTY,A1, ,Wednesday,16,Part Three,GARDEN,"(0.00000000, 0.00000000)"
171449,3301,Verbal Disputes,VERBAL DISPUTE,B3,436,Wednesday,16,Part Three,WITHINGTON ST,"(42.28876736, -71.07289694)"
171450,3114,Investigate Property,INVESTIGATE PROPERTY,C11,367,Wednesday,16,Part Three,GIBSON ST,"(42.29755533, -71.05970910)"
171453,301,Robbery,ROBBERY - STREET,D4,620,Wednesday,15,Part One,BURBANK ST,"(42.34460885, -71.08973287)"
171454,3130,Search Warrants,SEARCH WARRANT,D4,620,Wednesday,15,Part Three,BURBANK ST,"(42.34460885, -71.08973287)"
171455,613,Larceny,LARCENY SHOPLIFTING,A1,76,Wednesday,15,Part One,CANAL ST,"(42.36394509, -71.05942841)"
171456,613,Larceny,LARCENY SHOPLIFTING,D4,142,Wednesday,15,Part One,NEWBURY ST,"(42.34840576, -71.08688339)"
171457,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,691,Wednesday,16,Part Two,W BROADWAY,"(42.34128751, -71.05467933)"
171458,2610,Other,TRESPASSING,E13,307,Wednesday,7,Part Two,WASHINGTON ST,"(42.31584636, -71.09824825)"
171459,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,370,Tuesday,19,Part Two,WILLIAM T MORRISSEY BLVD,"(42.29623685, -71.04853645)"
171460,3114,Investigate Property,INVESTIGATE PROPERTY,B2,301,Saturday,17,Part Three,FORT AVE,"(42.32642196, -71.09593823)"
171461,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,416,Wednesday,15,Part Three,WILMINGTON AVE,"(42.28029155, -71.07220576)"
171462,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,249,Wednesday,15,Part Two,SAGAMORE ST,"(42.31307634, -71.05521304)"
